idx	term
2214	costa
2215	costing
2216	costly
2217	costs
2218	costume
2219	cotton
2220	couldnt
2221	council
2222	councilman
2223	councils
2224	counsel
2225	counseling
2226	counselor
2227	counselors
2228	count
2229	countdown
2230	counted
2231	counter
2232	countered
2233	counterpart
2234	counterparts
2235	counties
2236	counting
2237	countries
2238	country
2239	countrys
2240	countryside
2241	counts
2242	county
2243	countys
2244	coup
2245	couple
2246	coupled
2247	couples
2248	courage
2249	course
2250	courses
2251	court
2252	courtappointed
2253	courthouse
2254	courting
2255	courtmartial
2256	courtroom
2257	courts
2258	cousin
2259	cousins
2260	couture
2261	cove
2262	cover
2263	coverage
2264	covered
2265	covering
2266	covers
2267	covert
2268	cowboy
2269	cows
2270	cox
2271	crack
2272	crackdown
2273	cracked
2274	cracks
2275	craft
2276	craig
2277	crandall
2278	cranston
2279	crash
2280	crashed
2281	crater
2282	crawford
2283	crazy
2284	cream
2285	create
2286	created
2287	creates
2288	creating
2289	creation
2290	creative
2291	credentials
2292	credibility
2293	credible
2294	credit
2295	credited
2296	creditor
2297	creditors
2298	credits
2299	creek
2300	creque
2301	crew
2302	crewmen
2303	crews
2304	cried
2305	crime
2306	crimes
2307	criminal
2308	criminals
2309	crippled
2310	crisis
2311	criteria
2312	critic
2313	critical
2314	critically
2315	criticism
2316	criticize
2317	criticized
2318	criticizing
2319	critics
2320	crocodile
2321	crop
2322	crops
2323	cross
2324	crossed
2325	crosses
2326	crossexamination
2327	crossing
2328	crowd
2329	crowded
2330	crowds
2331	crowe
2332	crown
2333	crucial
2334	crude
2335	cruel
2336	cruise
2337	cruiser
2338	cruises
2339	crumbling
2340	crunch
2341	crusade
2342	crush
2343	crushed
2344	cruz
2345	cruzan
2346	cry
2347	crying
2348	crystal
2349	ctk
2350	cuba
2351	cuban
2352	cubans
2353	cubas
2354	cubic
2355	cuellar
2356	cuito
2357	cult
2358	cultural
2359	culture
2360	cuomo
2361	cuomos
2362	cup
2363	curator
2364	curb
2365	curbs
2366	cure
2367	curfew
2368	curfews
2369	curiosity
2370	curious
2371	curran
2372	currencies
2373	currency
2374	current
2375	currently
2376	curriculum
2377	curtain
2378	curtis
2379	custody
2380	custom
2381	customer
2382	customers
2383	customs
2384	cut
2385	cutbacks
2386	cuts
2387	cutter
2388	cutting
2389	cxcbt
2390	cycle
2391	cynthia
2392	cypress
2393	cyprus
2394	czechoslovak
2395	czechoslovakia
2396	czechoslovakias
2397	d
2398	dad
2399	daily
2400	dairy
2401	daisy
2402	dakota
2403	dalai
2404	dale
2405	dallas
2406	daly
2407	dam
2408	damage
2409	damaged
2410	damages
2411	damaging
2412	damato
2413	dame
2414	dan
2415	dance
2416	danced
2417	dancer
2418	dances
2419	dancing
2420	danger
2421	dangerous
2422	dangers
2423	daniel
2424	daniels
2425	danny
2426	dariz
2427	dark
2428	darkness
2429	darman
2430	dartmouth
2431	dash
2432	data
2433	date
2434	dated
2435	dates
2436	dating
2437	daughter
2438	daughters
2439	dave
2440	david
2441	davis
2442	dawkins
2443	dawn
2444	day
2445	daylight
2446	days
2447	dc
2448	dcalif
2449	dcolo
2450	de
2451	dea
2452	dead
2453	deadline
2454	deadlines
2455	deadlocked
2456	deadly
2457	deal
2458	dealer
2459	dealers
2460	dealership
2461	dealing
2462	dealings
2463	deals
2464	dealt
2465	dean
2466	death
2467	deaths
2468	debate
2469	debated
2470	debates
2471	debating
2472	deborah
2473	debra
2474	debris
2475	debt
2476	debtor
2477	debts
2478	debut
2479	dec
2480	decade
2481	decades
2482	december
2483	decembers
2484	decide
2485	decided
2486	decides
2487	deciding
2488	decision
2489	decisions
2490	decisive
2491	deck
2492	declaration
2493	declare
2494	declared
2495	declaring
2496	decline
2497	declined
2498	declines
2499	declining
2500	deconcini
2501	decorated
2502	decrease
2503	decree
2504	dedicated
2505	deductible
2506	deduction
2507	deductions
2508	deemed
2509	deep
2510	deeply
2511	deer
2512	default
2513	defeat
2514	defeated
2515	defeats
2516	defect
2517	defects
2518	defend
2519	defendant
2520	defendants
2521	defended
2522	defending
2523	defense
2524	defensive
2525	deferred
2526	defiance
2527	deficiencies
2528	deficiency
2529	deficit
2530	deficitreduction
2531	deficits
2532	defied
2533	defined
2534	definite
2535	definitely
2536	definition
2537	definitive
2538	defrauding
2539	defy
2540	degree
2541	degrees
2542	deicing
2543	del
2544	delaware
2545	delay
2546	delayed
2547	delaying
2548	delays
2549	delegate
2550	delegates
2551	delegation
2552	delegations
2553	delhi
2554	deliberate
2555	deliberately
2556	deliberations
2557	delicate
2558	deliver
2559	delivered
2560	deliveries
2561	delivering
2562	delivery
2563	dellums
2564	delta
2565	delvalle
2566	demand
2567	demanded
2568	demanding
2569	demands
2570	demise
2571	demjanjuk
2572	democracies
2573	democracy
2574	democrat
2575	democratic
2576	democratization
2577	democrats
2578	demonstrate
2579	demonstrated
2580	demonstration
2581	demonstrations
2582	demonstrators
2583	demoted
2584	denial
2585	denied
2586	denies
2587	denmark
2588	dennis
2589	dennys
2590	denominations
2591	denounced
2592	denouncing
2593	dense
2594	dental
2595	denver
2596	deny
2597	denying
2598	depardieu
2599	department
2600	departments
2601	departure
2602	depend
2603	dependent
2604	dependents
2605	depending
2606	depends
2607	depict
2608	depicted
2609	deploy
2610	deployed
2611	deployment
2612	deportation
2613	deportations
2614	deported
2615	deposed
2616	deposit
2617	deposition
2618	depositors
2619	deposits
2620	depressed
2621	depression
2622	deprived
2623	depth
2624	deputies
2625	deputy
2626	der
2627	deregulation
2628	deri
2629	derrick
2630	des
2631	descended
2632	descent
2633	describe
2634	described
2635	describes
2636	describing
2637	desert
2638	deserted
2639	deserts
2640	deserve
2641	deserved
2642	deserves
2643	design
2644	designated
2645	designation
2646	designed
2647	designing
2648	designs
2649	desire
2650	desk
2651	desperate
2652	desperately
2653	despite
2654	destined
2655	destiny
2656	destroy
2657	destroyed
2658	destroyer
2659	destroying
2660	destruction
2661	destructive
2662	detail
2663	detailed
2664	detailing
2665	details
2666	detained
2667	detainees
2668	detect
2669	detected
2670	detection
2671	detective
2672	detectives
2673	detector
2674	detention
2675	deter
2676	deteriorate
2677	deteriorating
2678	deterioration
2679	determination
2680	determine
2681	determined
2682	determining
2683	deterrent
2684	detroit
2685	detroits
2686	deukmejian
2687	devastated
2688	devastating
2689	develop
2690	developed
2691	developer
2692	developers
2693	developing
2694	development
2695	developments
2696	device
2697	devices
2698	devoted
2699	dfla
2700	dga
2701	dhaka
2702	diagnosed
2703	diagnosis
2704	dialogue
2705	diamond
2706	diana
2707	diapers
2708	diaries
2709	dick
2710	dickey
2711	dickman
2712	dictate
2713	dictated
2714	dictator
2715	dictators
2716	dictatorship
2717	didnt
2718	die
2719	died
2720	diego
2721	dies
2722	diestel
2723	diet
2724	differ
2725	differed
2726	difference
2727	differences
2728	different
2729	differently
2730	difficult
2731	difficulties
2732	difficulty
2733	digging
2734	digital
2735	digits
2736	dignity
2737	dill
2738	diller
2739	dilorenzo
2740	diminished
2741	dingell
2742	dining
2743	dinner
2744	dioxide
2745	dip
2746	diplomacy
2747	diplomat
2748	diplomatic
2749	diplomats
2750	direct
2751	directed
2752	directing
2753	direction
2754	directions
2755	directly
2756	director
2757	directorate
2758	directors
2759	directory
2760	dirt
2761	dirty
2762	disability
2763	disabled
2764	disagree
2765	disagreed
2766	disagreement
2767	disappear
2768	disappearance
2769	disappeared
2770	disappearing
2771	disappointed
2772	disappointing
2773	disappointment
2774	disapproved
2775	disarm
2776	disarmament
2777	disarray
2778	disaster
2779	disasters
2780	disbanded
2781	disc
2782	discharge
2783	discharged
2784	disciples
2785	disciplinary
2786	discipline
2787	disclose
2788	disclosed
2789	disclosing
2790	disclosure
2791	discontent
2792	discontinued
2793	discount
2794	discounted
2795	discourage
2796	discouraged
2797	discouraging
2798	discovered
2799	discovery
2800	discoverys
2801	discredit
2802	discretion
2803	discretionary
2804	discrimination
2805	discriminatory
2806	discuss
2807	discussed
2808	discussing
2809	discussion
2810	discussions
2811	disease
2812	diseases
2813	disguise
2814	dish
2815	dishes
2816	diskin
2817	disks
2818	dismantled
2819	dismiss
2820	dismissal
2821	dismissed
2822	dismissing
2823	disney
2824	disneys
2825	disorder
2826	disorderly
2827	dispatch
2828	dispatched
2829	dispatcher
2830	disperse
2831	dispersed
2832	displaced
2833	display
2834	displayed
2835	displays
2836	disposable
2837	disposal
2838	disposed
2839	dispute
2840	disputed
2841	disputes
2842	disqualified
2843	disrupt
2844	disrupted
2845	disruptive
2846	dissatisfaction
2847	dissent
2848	dissident
2849	dissidents
2850	distance
2851	distant
2852	distinction
2853	distinguished
2854	distress
2855	distribute
2856	distributed
2857	distributing
2858	distribution
2859	distributor
2860	district
2861	districts
2862	disturbance
2863	disturbances
2864	disturbed
2865	diverse
2866	diversified
2867	diversity
2868	divert
2869	diverted
2870	divided
2871	dividend
2872	dividends
2873	dividing
2874	diving
2875	division
2876	divisions
2877	divorce
2878	divorced
2879	dixon
2880	dmaine
2881	dmass
2882	dmich
2883	dna
2884	dny
2885	doc
2886	dock
2887	doctor
2888	doctors
2889	document
2890	documentary
2891	documented
2892	documentmatching
2893	documents
2894	dodd
2895	dodge
2896	doesnt
2897	dog
2898	dogs
2899	dohio
2900	doing
2901	dole
2902	doles
2903	dollar
2904	dollars
2905	domestic
2906	dominance
2907	dominant
2908	dominate
2909	dominated
2910	domination
2911	dominican
2912	don
2913	donald
2914	donate
2915	donated
2916	donations
2917	done
2918	donna
2919	donor
2920	donors
2921	dont
2922	doomed
2923	door
2924	doors
2925	dorrance
2926	dose
2927	doses
2928	double
2929	doubled
2930	doubling
2931	doubt
2932	doubtful
2933	doubts
2934	doug
2935	douglas
2936	dow
2937	downed
2938	downing
2939	downstream
2940	downtown
2941	downturn
2942	downward
2943	doyle
2944	dozen
2945	dozens
2946	dr
2947	draft
2948	drafted
2949	drafting
2950	drag
2951	dragged
2952	drain
2953	drake
2954	drama
2955	dramatic
2956	dramatically
2957	drank
2958	draped
2959	drastic
2960	drastically
2961	draw
2962	drawing
2963	drawn
2964	draws
2965	dream
2966	dreams
2967	dress
2968	dressed
2969	dresses
2970	drew
2971	drexel
2972	drexels
2973	dried
2974	drifted
2975	drill
2976	drilling
2977	drink
2978	drinking
2979	drinks
2980	drive
2981	driven
2982	driver
2983	drivers
2984	drives
2985	driveway
2986	driving
2987	drop
2988	dropout
2989	dropped
2990	dropping
2991	drops
2992	drought
2993	droughtstricken
2994	drove
2995	drowned
2996	drug
2997	drugrelated
2998	drugs
2999	drum
3000	drunk
3001	drunken
3002	dry
3003	dtenn
3004	dtexas
3005	du
3006	dual
3007	duarte
3008	dubbed
3009	duchess
3010	duck
3011	ducks
3012	dudycz
3013	due
3014	duffy
3015	dug
3016	dukakis
3017	dukakisbentsen
3018	duke
3019	dull
3020	dump
3021	dumped
3022	dumping
3023	dumps
3024	duncan
3025	dunn
3026	duo
3027	durable
3028	duracell
3029	durenberger
3030	dust
3031	dutch
3032	duties
3033	duty
3034	duvalier
3035	dvt
3036	dwash
3037	dwayne
3038	dwis
3039	dwva
3040	dying
3041	dyke
3042	dylan
3043	dynamic
3044	dynamics
3045	e
3046	eager
3047	eagle
3048	ear
3049	earl
3050	earlier
3051	early
3052	earmarked
3053	earn
3054	earned
3055	earning
3056	earnings
3057	earrings
3058	ears
3059	earth
3060	earthquake
3061	earthquakes
3062	earths
3063	ease
3064	eased
3065	easier
3066	easily
3067	easing
3068	east
3069	easter
3070	easterly
3071	eastern
3072	easterns
3073	eastwest
3074	easy
3075	eat
3076	eating
3077	ec
3078	echoed
3079	eckstein
3080	eclipses
3081	economic
3082	economically
3083	economics
3084	economies
3085	economist
3086	economists
3087	economy
3088	ecs
3089	ed
3090	eddie
3091	edgar
3092	edge
3093	edged
3094	edgemont
3095	edges
3096	edison
3097	edition
3098	editions
3099	editor
3100	editorial
3101	editors
3102	edt
3103	eduard
3104	eduardo
3105	educate
3106	educated
3107	education
3108	educational
3109	edward
3110	edwards
3111	edwin
3112	eec
3113	effect
3114	effective
3115	effectively
3116	effects
3117	efficiency
3118	efficient
3119	efficiently
3120	effort
3121	efforts
3122	egg
3123	eggs
3124	egypt
3125	egyptian
3126	egyptians
3127	egypts
3128	ehrenhalt
3129	eight
3130	eighth
3131	eighthour
3132	eighty
3133	eightyear
3134	el
3135	elaborate
3136	elaine
3137	elder
3138	elderly
3139	elect
3140	elected
3141	election
3142	elections
3143	electionyear
3144	electoral
3145	electorate
3146	electric
3147	electrical
3148	electricity
3149	electronic
3150	electronics
3151	element
3152	elementary
3153	elements
3154	elephant
3155	elephants
3156	elevations
3157	elevator
3158	eleven
3159	eli
3160	eligibility
3161	eligible
3162	eliminate
3163	eliminated
3164	eliminating
3165	elimination
3166	elite
3167	elizabeth
3168	elliot
3169	elliott
3170	elses
3171	elvis
3172	em
3173	embargo
3174	embarrassed
3175	embassies
3176	embassy
3177	embraced
3178	emerged
3179	emergency
3180	emerging
3181	emigrate
3182	emigration
3183	emirates
3184	emissions
3185	emotion
3186	emotional
3187	emperor
3188	emperors
3189	emphasis
3190	emphasize
3191	emphasized
3192	empire
3193	employ
3194	employed
3195	employee
3196	employees
3197	employer
3198	employers
3199	employing
3200	employment
3201	employs
3202	empty
3203	en
3204	enable
3205	enact
3206	enacted
3207	enclave
3208	encounter
3209	encourage
3210	encouraged
3211	encouraging
3212	end
3213	endanger
3214	endangered
3215	ended
3216	ending
3217	endorse
3218	endorsed
3219	endorsement
3220	endowment
3221	ends
3222	enduring
3223	enemies
3224	enemy
3225	energy
3226	enforce
3227	enforced
3228	enforcement
3229	enforcing
3230	engage
3231	engaged
3232	engine
3233	engineer
3234	engineered
3235	engineering
3236	engineers
3237	engines
3238	england
3239	english
3240	englishlanguage
3241	engulfed
3242	enhance
3243	enjoy
3244	enjoyed
3245	enjoying
3246	enlisted
3247	enormous
3248	enrile
3249	enrique
3250	ensure
3251	ensuring
3252	enter
3253	entered
3254	entering
3255	enterprise
3256	enterprises
3257	entertained
3258	entertainer
3259	entertainment
3260	enthusiasm
3261	enthusiastic
3262	entire
3263	entirely
3264	entitled
3265	entrance
3266	entrapment
3267	entries
3268	entry
3269	envelope
3270	envelopes
3271	environment
3272	environmental
3273	environmentalists
3274	environmentally
3275	envoy
3276	envoys
3277	epa
3278	epas
3279	epic
3280	epicenter
3281	episode
3282	epps
3283	epstein
3284	equal
3285	equally
3286	equals
3287	equipment
3288	equipped
3289	equity
3290	equivalent
3291	era
3292	erected
3293	eric
3294	erickson
3295	erie
3296	ernest
3297	erode
3298	erols
3299	error
3300	errors
3301	ershad
3302	erupted
3303	escalation
3304	escape
3305	escaped
3306	escorted
3307	escorts
3308	essay
3309	essential
3310	essentially
3311	essentials
3312	est
3313	establish
3314	established
3315	establishes
3316	establishing
3317	establishment
3318	estate
3319	estates
3320	estimate
3321	estimated
3322	estimates
3323	estonia
3324	estonian
3325	et
3326	ethical
3327	ethics
3328	ethiopia
3329	ethnic
3330	etruscan
3331	eugene
3332	europe
3333	european
3334	europeans
3335	europes
3336	evacuate
3337	evacuated
3338	evacuation
3339	evaluated
3340	evaluation
3341	evaluations
3342	evan
3343	evangelist
3344	evangelists
3345	evans
3346	eve
3347	evening
3348	evenly
3349	event
3350	events
3351	eventual
3352	eventually
3353	everett
3354	everybody
3355	everybodys
3356	evidence
3357	evident
3358	evil
3359	evolution
3360	evren
3361	exact
3362	exactly
3363	exam
3364	examination
3365	examine
3366	examined
3367	examiner
3368	examiners
3369	examining
3370	examples
3371	exams
3372	exceed
3373	exceeded
3374	exceeding
3375	excellent
3376	exception
3377	exceptional
3378	exceptions
3379	excerpts
3380	excess
3381	excessive
3382	exchange
3383	exchanged
3384	exchangelisted
3385	exchanges
3386	excise
3387	excited
3388	excitement
3389	exciting
3390	exclude
3391	excluded
3392	excluding
3393	exclusive
3394	excuse
3395	executed
3396	execution
3397	executions
3398	executive
3399	executives
3400	exempt
3401	exercise
3402	exercised
3403	exercises
3404	exhibit
3405	exhibits
3406	exhusband
3407	exile
3408	exiled
3409	exiles
3410	exist
3411	existed
3412	existence
3413	existing
3414	exists
3415	exit
3416	expand
3417	expanded
3418	expanding
3419	expansion
3420	expect
3421	expectation
3422	expectations
3423	expected
3424	expecting
3425	expects
3426	expedition
3427	expelled
3428	expense
3429	expenses
3430	expensive
3431	experience
3432	experienced
3433	experiencing
3434	experiment
3435	experimental
3436	experiments
3437	expert
3438	expertise
3439	experts
3440	expire
3441	expired
3442	expires
3443	explain
3444	explained
3445	explaining
3446	explains
3447	explanation
3448	explanations
3449	exploded
3450	exploitation
3451	exploration
3452	explore
3453	explorers
3454	exploring
3455	explosion
3456	explosions
3457	explosive
3458	explosives
3459	export
3460	exporter
3461	exporting
3462	exports
3463	exposed
3464	exposure
3465	express
3466	expressed
3467	expressing
3468	expression
3469	extend
3470	extended
3471	extending
3472	extension
3473	extensive
3474	extensively
3475	extent
3476	external
3477	extortion
3478	extra
3479	extradited
3480	extradition
3481	extraordinary
3482	extras
3483	extreme
3484	extremely
3485	extremists
3486	exxon
3487	eye
3488	eyes
3489	eyewitnesses
3490	f
3491	fa
3492	faa
3493	faber
3494	fabrics
3495	face
3496	faced
3497	faces
3498	facilitate
3499	facilities
3500	facility
3501	facing
3502	fact
3503	faction
3504	factions
3505	factor
3506	factories
3507	factors
3508	factory
3509	facts
3510	faculty
3511	fahrenheit
3512	fail
3513	failed
3514	failing
3515	fails
3516	failure
3517	failures
3518	fair
3519	fairly
3520	fairness
3521	faith
3522	faithful
3523	fakhri
3524	fall
3525	fallen
3526	falling
3527	falls
3528	false
3529	fame
3530	famed
3531	familiar
3532	families
3533	family
3534	familys
3535	famine
3536	famous
3537	fan
3538	fans
3539	fantastic
3540	fantasy
3541	far
3542	fare
3543	fares
3544	fargo
3545	farley
3546	farm
3547	farmer
3548	farmers
3549	farming
3550	farmland
3551	farms
3552	farreaching
3553	farrell
3554	farther
3555	fashion
3556	fast
3557	faster
3558	fastest
3559	fastfood
3560	fat
3561	fatal
3562	fatalities
3563	fatality
3564	fatally
3565	fate
3566	father
3567	fathers
3568	fatigue
3569	fault
3570	faulty
3571	favor
3572	favorable
3573	favorably
3574	favored
3575	favorite
3576	favors
3577	fbi
3578	fbis
3579	fcc
3580	fda
3581	fdic
3582	fe
3583	fear
3584	feared
3585	fearing
3586	fears
3587	feature
3588	featured
3589	features
3590	featuring
3591	feazell
3592	feb
3593	february
3594	fec
3595	fed
3596	federal
3597	federally
3598	federated
3599	federation
3600	federations
3601	feds
3602	fee
3603	feed
3604	feedback
3605	feeder
3606	feeding
3607	feel
3608	feeling
3609	feelings
3610	feels
3611	feeney
3612	fees
3613	feet
3614	felix
3615	fell
3616	fellow
3617	fellows
3618	felonies
3619	felony
3620	felt
3621	female
3622	fence
3623	ferdinand
3624	fernandez
3625	fernando
3626	ferraro
3627	ferret
3628	ferrets
3629	ferry
3630	festival
3631	fetal
3632	fetus
3633	fever
3634	fiction
3635	fidel
3636	field
3637	fields
3638	fierce
3639	fiery
3640	fifteen
3641	fifth
3642	fight
3643	fighter
3644	fighters
3645	fighting
3646	fights
3647	figure
3648	figures
3649	fijian
3650	fijians
3651	file
3652	filed
3653	files
3654	filibuster
3655	filing
3656	filipino
3657	filipinos
3658	fill
3659	filled
3660	filling
3661	film
3662	filmed
3663	filmmakers
3664	films
3665	final
3666	finalists
3667	finance
3668	financed
3669	finances
3670	financial
3671	financially
3672	financier
3673	financing
3674	finding
3675	findings
3676	finds
3677	fine
3678	fined
3679	fines
3680	finest
3681	fingerprints
3682	finish
3683	finished
3684	finishing
3685	fink
3686	finland
3687	finley
3688	fire
3689	firearms
3690	fired
3691	firefighters
3692	firefighting
3693	fires
3694	firing
3695	firm
3696	firmly
3697	firmness
3698	firms
3699	first
3700	firstclass
3701	firstdegree
3702	firsthand
3703	firstquarter
3704	firstterm
3705	firsttime
3706	fis
3707	fiscal
3708	fish
3709	fisher
3710	fisheries
3711	fishermen
3712	fishing
3713	fit
3714	fitzwater
3715	five
3716	fiveday
3717	fiveyear
3718	fix
3719	fixed
3720	fixedrate
3721	fla
3722	flag
3723	flags
3724	flames
3725	flared
3726	flashed
3727	flat
3728	flawed
3729	flaws
3730	fled
3731	fledgling
3732	flee
3733	fleeing
3734	fleet
3735	fleisher
3736	flew
3737	flexibility
3738	flexible
3739	flies
3740	flight
3741	flights
3742	fln
3743	floating
3744	flock
3745	flood
3746	flooded
3747	flooding
3748	floods
3749	floor
3750	floors
3751	florida
3752	floridas
3753	florio
3754	flour
3755	flow
3756	flower
3757	flowers
3758	flown
3759	flows
3760	fluid
3761	fly
3762	flying
3763	flynn
3764	foam
3765	focus
3766	focused
3767	focuses
3768	focusing
3769	foley
3770	folk
3771	folks
3772	follow
3773	followed
3774	followers
3775	follows
3776	followup
3777	food
3778	foods
3779	foot
3780	footage
3781	football
3782	foothigh
3783	forbidden
3784	forbids
3785	force
3786	forced
3787	forces
3788	forcing
3789	ford
3790	fords
3791	forecast
3792	forecaster
3793	forecasters
3794	forecasting
3795	forecasts
3796	foreclosure
3797	foreign
3798	foreigners
3799	foremost
3800	forensic
3801	foresee
3802	forest
3803	forestry
3804	forests
3805	forever
3806	forge
3807	forget
3808	forging
3809	forgotten
3810	forks
3811	form
3812	formal
3813	formally
3814	forman
3815	format
3816	formation
3817	formed
3818	forming
3819	forms
3820	formula
3821	fort
3822	forth
3823	forthcoming
3824	fortified
3825	fortune
3826	forum
3827	forward
3828	foster
3829	fought
3830	found
3831	foundation
3832	foundations
3833	founded
3834	founder
3835	founding
3836	four
3837	fourday
3838	fournier
3839	fourth
3840	fourthquarter
3841	fouryear
3842	fox
3843	fractures
3844	fragile
3845	frail
3846	frame
3847	framed
3848	framework
3849	franc
3850	france
3851	frances
3852	francis
3853	francisco
3854	franciscobased
3855	francois
3856	francs
3857	frank
3858	frankfurt
3859	franklin
3860	frankly
3861	fraud
3862	fred
3863	frederick
3864	free
3865	freed
3866	freedom
3867	freedoms
3868	freeing
3869	freelance
3870	freely
3871	freemarket
3872	freeze
3873	freezing
3874	freight
3875	freighter
3876	french
3877	frequent
3878	frequently
3879	fresh
3880	fresno
3881	friction
3882	friday
3883	fridays
3884	fried
3885	friedman
3886	friedrick
3887	friend
3888	friendly
3889	friends
3890	friendship
3891	frigate
3892	frohnmayer
3893	front
3894	frontier
3895	frontrunner
3896	fronts
3897	frozen
3898	fruehauf
3899	fruit
3900	fruits
3901	frustrated
3902	frustration
3903	fuel
3904	fueled
3905	fueling
3906	fuels
3907	fugitive
3908	fuji
3909	fujimori
3910	fulfill
3911	full
3912	fuller
3913	fulltime
3914	fully
3915	fun
3916	function
3917	functioning
3918	fund
3919	fundamental
3920	fundamentalist
3921	fundamentalists
3922	fundamentally
3923	funded
3924	funding
3925	fundraising
3926	funds
3927	funeral
3928	furlough
3929	furloughs
3930	furmark
3931	furniture
3932	future
3933	futures
3934	fw
3935	g
3936	ga
3937	gacy
3938	gadhafi
3939	gain
3940	gained
3941	gainers
3942	gaining
3943	gains
3944	gairy
3945	galileo
3946	galileos
3947	gallery
3948	gallo
3949	gallon
3950	gallons
3951	galveston
3952	gamble
3953	gambling
3954	game
3955	games
3956	gandhi
3957	gang
3958	gangs
3959	gans
3960	ganyile
3961	gao
3962	gap
3963	garage
3964	garbage
3965	garcia
3966	garden
3967	gardeners
3968	gardens
3969	gardner
3970	garland
3971	garrett
3972	garrison
3973	garrity
3974	garry
3975	gary
3976	gas
3977	gases
3978	gasoline
3979	gate
3980	gates
3981	gather
3982	gathered
3983	gathering
3984	gatt
3985	gauge
3986	gave
3987	gaviria
3988	gaza
3989	gdansk
3990	gdynia
3991	ge
3992	geagea
3993	geageas
3994	gear
3995	gebelwilliams
3996	gen
3997	gene
3998	general
3999	generale
4000	generals
4001	generate
4002	generated
4003	generating
4004	generation
4005	generations
4006	genes
4007	genetic
4008	genetically
4009	geneva
4010	genocide
4011	genscher
4012	genuine
4013	geographical
4014	geological
4015	george
4016	georges
4017	georgia
4018	gephardt
4019	gerald
4020	gerard
4021	gerhard
4022	german
4023	germans
4024	germany
4025	germanys
4026	gesell
4027	gesture
4028	get
4029	gets
4030	getting
4031	getz
4032	giant
4033	gibbons
4034	gibbs
4035	gibson
4036	gift
4037	gifts
4038	gilbert
4039	gill
4040	gillespie
4041	gingrich
4042	girl
4043	girlfriend
4044	girls
4045	gisclair
4046	give
4047	gives
4048	giving
4049	glad
4050	glantz
4051	glasnost
4052	glass
4053	glasses
4054	glauberman
4055	glenn
4056	glimpse
4057	global
4058	globe
4059	gloomy
4060	glory
4061	glow
4062	gm
4063	gms
4064	gnp
4065	go
4066	goal
4067	goals
4068	god
4069	godfather
4070	gods
4071	goes
4072	going
4073	gold
4074	goldberg
4075	golden
4076	goldman
4077	golf
4078	gomes
4079	gone
4080	gonzalez
4081	good
4082	goodbye
4083	goodman
4084	goods
4085	gop
4086	gorbachev
4087	gorbachevs
4088	gordon
4089	gore
4090	got
4091	gotner
4092	gotten
4093	gotti
4094	gourmet
4095	gov
4096	governed
4097	governing
4098	government
4099	governmental
4100	governmentowned
4101	governments
4102	governor
4103	governors
4104	gown
4105	grabbed
4106	grace
4107	gracyalny
4108	grade
4109	gradual
4110	gradually
4111	graduate
4112	graduated
4113	graduates
4114	graduation
4115	graham
4116	grain
4117	grains
4118	gramm
4119	grammer
4120	grammrudman
4121	grand
4122	grandchildren
4123	grande
4124	grandfather
4125	grandmother
4126	grandmothers
4127	grandson
4128	grant
4129	granted
4130	granting
4131	grants
4132	grape
4133	grapes
4134	grass
4135	grassgreen
4136	grassley
4137	grassroots
4138	grateful
4139	grave
4140	graves
4141	gravity
4142	gravley
4143	gray
4144	great
4145	greater
4146	greatest
4147	greatly
4148	greece
4149	greed
4150	greedy
4151	greek
4152	green
4153	greene
4154	greenhouse
4155	greenpeace
4156	greenspan
4157	greenwald
4158	greeted
4159	greg
4160	gregg
4161	gregory
4162	grenada
4163	grenade
4164	grenades
4165	grew
4166	greyhound
4167	grievances
4168	grigoryants
4169	grimm
4170	grip
4171	grocery
4172	gross
4173	ground
4174	grounds
4175	group
4176	groups
4177	grow
4178	grower
4179	growers
4180	growing
4181	grown
4182	grows
4183	growth
4184	gruber
4185	grumman
4186	gte
4187	guarantee
4188	guaranteed
4189	guarantees
4190	guard
4191	guarded
4192	guardian
4193	guardians
4194	guarding
4195	guards
4196	guatemala
4197	gubernatorial
4198	guerrilla
4199	guerrillas
4200	guess
4201	guest
4202	guests
4203	guida
4204	guidance
4205	guide
4206	guided
4207	guideline
4208	guidelines
4209	guild
4210	guilders
4211	guilty
4212	guinness
4213	guitar
4214	gulf
4215	gull
4216	gun
4217	gunfire
4218	gunman
4219	gunmen
4220	gunned
4221	gunpoint
4222	guns
4223	gunshot
4224	gunter
4225	gursky
4226	gusts
4227	guterman
4228	guthrie
4229	gutierrez
4230	guy
4231	guys
4232	h
4233	habit
4234	habitat
4235	habits
4236	hacker
4237	hadnt
4238	hadson
4239	hafez
4240	hahn
4241	hail
4242	hailed
4243	hair
4244	haiti
4245	haitian
4246	haitis
4247	hakim
4248	haldeman
4249	hale
4250	half
4251	halfdozen
4252	halfhour
4253	halfway
4254	hall
4255	halloween
4256	hallway
4257	hallways
4258	halt
4259	halted
4260	halting
4261	hamadi
4262	hamel
4263	hamilton
4264	hammer
4265	hampden
4266	hampered
4267	hampshire
4268	hand
4269	handed
4270	handful
4271	handgun
4272	handguns
4273	handicap
4274	handicapped
4275	handing
4276	handle
4277	handled
4278	handlers
4279	handles
4280	handling
4281	hands
4282	hanford
4283	hang
4284	hangar
4285	hanged
4286	hanging
4287	hanover
4288	hans
4289	hansdietrich
4290	happen
4291	happened
4292	happening
4293	happens
4294	happy
4295	harassed
4296	harassment
