gutenberg_id	text
35	with exactly the same result. Somehow, his manner made me feel
35	ashamed of myself. But, as you know, I wanted the Time Machine, and
35	I tried him once more. As he turned off, like the others, my temper
35	got the better of me. In three strides I was after him, had him by
35	the loose part of his robe round the neck, and began dragging him
35	towards the sphinx. Then I saw the horror and repugnance of his
35	face, and all of a sudden I let him go.
35	
35	'But I was not beaten yet. I banged with my fist at the bronze
35	panels. I thought I heard something stir inside--to be explicit,
35	I thought I heard a sound like a chuckle--but I must have been
35	mistaken. Then I got a big pebble from the river, and came and
35	hammered till I had flattened a coil in the decorations, and the
35	verdigris came off in powdery flakes. The delicate little people
35	must have heard me hammering in gusty outbreaks a mile away on
35	either hand, but nothing came of it. I saw a crowd of them upon the
35	slopes, looking furtively at me. At last, hot and tired, I sat down
35	to watch the place. But I was too restless to watch long; I am too
35	Occidental for a long vigil. I could work at a problem for years,
35	but to wait inactive for twenty-four hours--that is another matter.
35	
35	'I got up after a time, and began walking aimlessly through the
35	bushes towards the hill again. ""Patience,"" said I to myself. ""If you
35	want your machine again you must leave that sphinx alone. If they
35	mean to take your machine away, it's little good your wrecking their
35	bronze panels, and if they don't, you will get it back as soon as
35	you can ask for it. To sit among all those unknown things before a
35	puzzle like that is hopeless. That way lies monomania. Face this
35	world. Learn its ways, watch it, be careful of too hasty guesses
35	at its meaning. In the end you will find clues to it all."" Then
35	suddenly the humour of the situation came into my mind: the thought
35	of the years I had spent in study and toil to get into the future
35	age, and now my passion of anxiety to get out of it. I had made
35	myself the most complicated and the most hopeless trap that ever a
35	man devised. Although it was at my own expense, I could not help
35	myself. I laughed aloud.
35	
35	'Going through the big palace, it seemed to me that the little
35	people avoided me. It may have been my fancy, or it may have had
35	something to do with my hammering at the gates of bronze. Yet I felt
35	tolerably sure of the avoidance. I was careful, however, to show no
35	concern and to abstain from any pursuit of them, and in the course
35	of a day or two things got back to the old footing. I made what
35	progress I could in the language, and in addition I pushed my
35	explorations here and there. Either I missed some subtle point or
35	their language was excessively simple--almost exclusively composed
35	of concrete substantives and verbs. There seemed to be few, if any,
35	abstract terms, or little use of figurative language. Their
35	sentences were usually simple and of two words, and I failed to
35	convey or understand any but the simplest propositions. I determined
35	to put the thought of my Time Machine and the mystery of the bronze
35	doors under the sphinx as much as possible in a corner of memory,
35	until my growing knowledge would lead me back to them in a natural
35	way. Yet a certain feeling, you may understand, tethered me in a
35	circle of a few miles round the point of my arrival.
35	
35	'So far as I could see, all the world displayed the same exuberant
35	richness as the Thames valley. From every hill I climbed I saw the
35	same abundance of splendid buildings, endlessly varied in material
35	and style, the same clustering thickets of evergreens, the same
35	blossom-laden trees and tree-ferns. Here and there water shone like
35	silver, and beyond, the land rose into blue undulating hills, and
35	so faded into the serenity of the sky. A peculiar feature, which
35	presently attracted my attention, was the presence of certain
35	circular wells, several, as it seemed to me, of a very great depth.
35	One lay by the path up the hill, which I had followed during my
35	first walk. Like the others, it was rimmed with bronze, curiously
35	wrought, and protected by a little cupola from the rain. Sitting by
35	the side of these wells, and peering down into the shafted darkness,
35	I could see no gleam of water, nor could I start any reflection
35	with a lighted match. But in all of them I heard a certain sound:
35	a thud--thud--thud, like the beating of some big engine; and I
35	discovered, from the flaring of my matches, that a steady current of
35	air set down the shafts. Further, I threw a scrap of paper into the
35	throat of one, and, instead of fluttering slowly down, it was at
35	once sucked swiftly out of sight.
35	
35	'After a time, too, I came to connect these wells with tall towers
35	standing here and there upon the slopes; for above them there was
35	often just such a flicker in the air as one sees on a hot day above
35	a sun-scorched beach. Putting things together, I reached a strong
35	suggestion of an extensive system of subterranean ventilation, whose
35	true import it was difficult to imagine. I was at first inclined to
35	associate it with the sanitary apparatus of these people. It was an
35	obvious conclusion, but it was absolutely wrong.
35	
35	'And here I must admit that I learned very little of drains and
35	bells and modes of conveyance, and the like conveniences, during my
35	time in this real future. In some of these visions of Utopias and
35	coming times which I have read, there is a vast amount of detail
35	about building, and social arrangements, and so forth. But while
35	such details are easy enough to obtain when the whole world is
35	contained in one's imagination, they are altogether inaccessible to
35	a real traveller amid such realities as I found here. Conceive the
35	tale of London which a negro, fresh from Central Africa, would take
35	back to his tribe! What would he know of railway companies, of
35	social movements, of telephone and telegraph wires, of the Parcels
35	Delivery Company, and postal orders and the like? Yet we, at least,
35	should be willing enough to explain these things to him! And even of
35	what he knew, how much could he make his untravelled friend either
35	apprehend or believe? Then, think how narrow the gap between a negro
35	and a white man of our own times, and how wide the interval between
35	myself and these of the Golden Age! I was sensible of much which was
35	unseen, and which contributed to my comfort; but save for a general
35	impression of automatic organization, I fear I can convey very
35	little of the difference to your mind.
35	
35	'In the matter of sepulture, for instance, I could see no signs of
35	crematoria nor anything suggestive of tombs. But it occurred to me
35	that, possibly, there might be cemeteries (or crematoria) somewhere
35	beyond the range of my explorings. This, again, was a question I
35	deliberately put to myself, and my curiosity was at first entirely
35	defeated upon the point. The thing puzzled me, and I was led to make
35	a further remark, which puzzled me still more: that aged and infirm
35	among this people there were none.
35	
35	'I must confess that my satisfaction with my first theories of an
35	automatic civilization and a decadent humanity did not long endure.
35	Yet I could think of no other. Let me put my difficulties. The
35	several big palaces I had explored were mere living places, great
35	dining-halls and sleeping apartments. I could find no machinery, no
35	appliances of any kind. Yet these people were clothed in pleasant
35	fabrics that must at times need renewal, and their sandals, though
35	undecorated, were fairly complex specimens of metalwork. Somehow
35	such things must be made. And the little people displayed no vestige
35	of a creative tendency. There were no shops, no workshops, no sign
35	of importations among them. They spent all their time in playing
35	gently, in bathing in the river, in making love in a half-playful
35	fashion, in eating fruit and sleeping. I could not see how things
35	were kept going.
35	
35	'Then, again, about the Time Machine: something, I knew not what,
35	had taken it into the hollow pedestal of the White Sphinx. Why? For
35	the life of me I could not imagine. Those waterless wells, too,
35	those flickering pillars. I felt I lacked a clue. I felt--how shall
35	I put it? Suppose you found an inscription, with sentences here and
35	there in excellent plain English, and interpolated therewith, others
35	made up of words, of letters even, absolutely unknown to you? Well,
35	on the third day of my visit, that was how the world of Eight
35	Hundred and Two Thousand Seven Hundred and One presented itself to
35	me!
35	
35	'That day, too, I made a friend--of a sort. It happened that, as I
35	was watching some of the little people bathing in a shallow, one of
35	them was seized with cramp and began drifting downstream. The main
35	current ran rather swiftly, but not too strongly for even a moderate
35	swimmer. It will give you an idea, therefore, of the strange
35	deficiency in these creatures, when I tell you that none made the
35	slightest attempt to rescue the weakly crying little thing which
35	was drowning before their eyes. When I realized this, I hurriedly
35	slipped off my clothes, and, wading in at a point lower down, I
35	caught the poor mite and drew her safe to land. A little rubbing of
35	the limbs soon brought her round, and I had the satisfaction of
35	seeing she was all right before I left her. I had got to such a low
35	estimate of her kind that I did not expect any gratitude from her.
35	In that, however, I was wrong.
35	
35	'This happened in the morning. In the afternoon I met my little
35	woman, as I believe it was, as I was returning towards my centre
35	from an exploration, and she received me with cries of delight and
35	presented me with a big garland of flowers--evidently made for me
35	and me alone. The thing took my imagination. Very possibly I had
35	been feeling desolate. At any rate I did my best to display my
35	appreciation of the gift. We were soon seated together in a little
35	stone arbour, engaged in conversation, chiefly of smiles. The
35	creature's friendliness affected me exactly as a child's might have
35	done. We passed each other flowers, and she kissed my hands. I did
35	the same to hers. Then I tried talk, and found that her name was
35	Weena, which, though I don't know what it meant, somehow seemed
35	appropriate enough. That was the beginning of a queer friendship
35	which lasted a week, and ended--as I will tell you!
35	
35	'She was exactly like a child. She wanted to be with me always. She
35	tried to follow me everywhere, and on my next journey out and about
35	it went to my heart to tire her down, and leave her at last,
35	exhausted and calling after me rather plaintively. But the problems
35	of the world had to be mastered. I had not, I said to myself, come
35	into the future to carry on a miniature flirtation. Yet her distress
35	when I left her was very great, her expostulations at the parting
35	were sometimes frantic, and I think, altogether, I had as much
35	trouble as comfort from her devotion. Nevertheless she was, somehow,
35	a very great comfort. I thought it was mere childish affection that
35	made her cling to me. Until it was too late, I did not clearly know
35	what I had inflicted upon her when I left her. Nor until it was too
35	late did I clearly understand what she was to me. For, by merely
35	seeming fond of me, and showing in her weak, futile way that she
35	cared for me, the little doll of a creature presently gave my return
35	to the neighbourhood of the White Sphinx almost the feeling of
35	coming home; and I would watch for her tiny figure of white and gold
35	so soon as I came over the hill.
35	
35	'It was from her, too, that I learned that fear had not yet left the
35	world. She was fearless enough in the daylight, and she had the
35	oddest confidence in me; for once, in a foolish moment, I made
35	threatening grimaces at her, and she simply laughed at them. But she
35	dreaded the dark, dreaded shadows, dreaded black things. Darkness
35	to her was the one thing dreadful. It was a singularly passionate
35	emotion, and it set me thinking and observing. I discovered then,
35	among other things, that these little people gathered into the great
35	houses after dark, and slept in droves. To enter upon them without a
35	light was to put them into a tumult of apprehension. I never found
35	one out of doors, or one sleeping alone within doors, after dark.
35	Yet I was still such a blockhead that I missed the lesson of that
35	fear, and in spite of Weena's distress I insisted upon sleeping away
35	from these slumbering multitudes.
35	
35	'It troubled her greatly, but in the end her odd affection for me
35	triumphed, and for five of the nights of our acquaintance, including
35	the last night of all, she slept with her head pillowed on my arm.
35	But my story slips away from me as I speak of her. It must have been
35	the night before her rescue that I was awakened about dawn. I had
35	been restless, dreaming most disagreeably that I was drowned, and
35	that sea anemones were feeling over my face with their soft palps.
35	I woke with a start, and with an odd fancy that some greyish animal
35	had just rushed out of the chamber. I tried to get to sleep again,
35	but I felt restless and uncomfortable. It was that dim grey hour
35	when things are just creeping out of darkness, when everything is
35	colourless and clear cut, and yet unreal. I got up, and went down
35	into the great hall, and so out upon the flagstones in front of the
35	palace. I thought I would make a virtue of necessity, and see the
35	sunrise.
35	
35	'The moon was setting, and the dying moonlight and the first pallor
35	of dawn were mingled in a ghastly half-light. The bushes were inky
35	black, the ground a sombre grey, the sky colourless and cheerless.
35	And up the hill I thought I could see ghosts. There several times,
35	as I scanned the slope, I saw white figures. Twice I fancied I saw
35	a solitary white, ape-like creature running rather quickly up the
35	hill, and once near the ruins I saw a leash of them carrying some
35	dark body. They moved hastily. I did not see what became of them.
35	It seemed that they vanished among the bushes. The dawn was still
35	indistinct, you must understand. I was feeling that chill,
35	uncertain, early-morning feeling you may have known. I doubted
35	my eyes.
35	
35	'As the eastern sky grew brighter, and the light of the day came on
35	and its vivid colouring returned upon the world once more, I scanned
35	the view keenly. But I saw no vestige of my white figures. They were
35	mere creatures of the half light. ""They must have been ghosts,"" I
35	said; ""I wonder whence they dated."" For a queer notion of Grant
35	Allen's came into my head, and amused me. If each generation die and
35	leave ghosts, he argued, the world at last will get overcrowded with
35	them. On that theory they would have grown innumerable some Eight
35	Hundred Thousand Years hence, and it was no great wonder to see four
35	at once. But the jest was unsatisfying, and I was thinking of these
35	figures all the morning, until Weena's rescue drove them out of my
35	head. I associated them in some indefinite way with the white animal
35	I had startled in my first passionate search for the Time Machine.
35	But Weena was a pleasant substitute. Yet all the same, they were
35	soon destined to take far deadlier possession of my mind.
35	
35	'I think I have said how much hotter than our own was the weather
35	of this Golden Age. I cannot account for it. It may be that the sun
35	was hotter, or the earth nearer the sun. It is usual to assume that
35	the sun will go on cooling steadily in the future. But people,
35	unfamiliar with such speculations as those of the younger Darwin,
35	forget that the planets must ultimately fall back one by one into
35	the parent body. As these catastrophes occur, the sun will blaze
35	with renewed energy; and it may be that some inner planet had
35	suffered this fate. Whatever the reason, the fact remains that the
35	sun was very much hotter than we know it.
35	
35	'Well, one very hot morning--my fourth, I think--as I was seeking
35	shelter from the heat and glare in a colossal ruin near the great
35	house where I slept and fed, there happened this strange thing:
35	Clambering among these heaps of masonry, I found a narrow gallery,
35	whose end and side windows were blocked by fallen masses of stone.
35	By contrast with the brilliancy outside, it seemed at first
35	impenetrably dark to me. I entered it groping, for the change from
35	light to blackness made spots of colour swim before me. Suddenly I
35	halted spellbound. A pair of eyes, luminous by reflection against
35	the daylight without, was watching me out of the darkness.
35	
35	'The old instinctive dread of wild beasts came upon me. I clenched
35	my hands and steadfastly looked into the glaring eyeballs. I was
35	afraid to turn. Then the thought of the absolute security in which
35	humanity appeared to be living came to my mind. And then I
35	remembered that strange terror of the dark. Overcoming my fear to
35	some extent, I advanced a step and spoke. I will admit that my
35	voice was harsh and ill-controlled. I put out my hand and touched
35	something soft. At once the eyes darted sideways, and something
35	white ran past me. I turned with my heart in my mouth, and saw a
35	queer little ape-like figure, its head held down in a peculiar
35	manner, running across the sunlit space behind me. It blundered
35	against a block of granite, staggered aside, and in a moment was
35	hidden in a black shadow beneath another pile of ruined masonry.
35	
35	'My impression of it is, of course, imperfect; but I know it was a
35	dull white, and had strange large greyish-red eyes; also that there
35	was flaxen hair on its head and down its back. But, as I say, it
35	went too fast for me to see distinctly. I cannot even say whether it
35	ran on all-fours, or only with its forearms held very low. After an
35	instant's pause I followed it into the second heap of ruins. I could
35	not find it at first; but, after a time in the profound obscurity, I
35	came upon one of those round well-like openings of which I have told
35	you, half closed by a fallen pillar. A sudden thought came to me.
35	Could this Thing have vanished down the shaft? I lit a match, and,
35	looking down, I saw a small, white, moving creature, with large
35	bright eyes which regarded me steadfastly as it retreated. It made
35	me shudder. It was so like a human spider! It was clambering down
35	the wall, and now I saw for the first time a number of metal foot
35	and hand rests forming a kind of ladder down the shaft. Then the
35	light burned my fingers and fell out of my hand, going out as it
35	dropped, and when I had lit another the little monster had
35	disappeared.
35	
35	'I do not know how long I sat peering down that well. It was not for
35	some time that I could succeed in persuading myself that the thing I
35	had seen was human. But, gradually, the truth dawned on me: that
35	Man had not remained one species, but had differentiated into two
35	distinct animals: that my graceful children of the Upper-world were
35	not the sole descendants of our generation, but that this bleached,
35	obscene, nocturnal Thing, which had flashed before me, was also heir
35	to all the ages.
35	
35	'I thought of the flickering pillars and of my theory of an
35	underground ventilation. I began to suspect their true import. And
35	what, I wondered, was this Lemur doing in my scheme of a perfectly
35	balanced organization? How was it related to the indolent serenity
35	of the beautiful Upper-worlders? And what was hidden down there,
35	at the foot of that shaft? I sat upon the edge of the well telling
35	myself that, at any rate, there was nothing to fear, and that there
35	I must descend for the solution of my difficulties. And withal I
35	was absolutely afraid to go! As I hesitated, two of the beautiful
35	Upper-world people came running in their amorous sport across the
35	daylight in the shadow. The male pursued the female, flinging
35	flowers at her as he ran.
35	
35	'They seemed distressed to find me, my arm against the overturned
35	pillar, peering down the well. Apparently it was considered bad form
35	to remark these apertures; for when I pointed to this one, and tried
35	to frame a question about it in their tongue, they were still more
35	visibly distressed and turned away. But they were interested by my
35	matches, and I struck some to amuse them. I tried them again about
35	the well, and again I failed. So presently I left them, meaning to
35	go back to Weena, and see what I could get from her. But my mind was
35	already in revolution; my guesses and impressions were slipping and
35	sliding to a new adjustment. I had now a clue to the import of these
35	wells, to the ventilating towers, to the mystery of the ghosts; to
35	say nothing of a hint at the meaning of the bronze gates and the
35	fate of the Time Machine! And very vaguely there came a suggestion
35	towards the solution of the economic problem that had puzzled me.
35	
35	'Here was the new view. Plainly, this second species of Man was
35	subterranean. There were three circumstances in particular which
35	made me think that its rare emergence above ground was the outcome
35	of a long-continued underground habit. In the first place, there was
35	the bleached look common in most animals that live largely in the
35	dark--the white fish of the Kentucky caves, for instance. Then,
35	those large eyes, with that capacity for reflecting light, are
35	common features of nocturnal things--witness the owl and the cat.
35	And last of all, that evident confusion in the sunshine, that hasty
35	yet fumbling awkward flight towards dark shadow, and that peculiar
35	carriage of the head while in the light--all reinforced the theory
35	of an extreme sensitiveness of the retina.
35	
35	'Beneath my feet, then, the earth must be tunnelled enormously, and
35	these tunnellings were the habitat of the new race. The presence of
35	ventilating shafts and wells along the hill slopes--everywhere, in
35	fact, except along the river valley--showed how universal were its
35	ramifications. What so natural, then, as to assume that it was in
35	this artificial Underworld that such work as was necessary to the
35	comfort of the daylight race was done? The notion was so plausible
35	that I at once accepted it, and went on to assume the _how_ of this
35	splitting of the human species. I dare say you will anticipate the
35	shape of my theory; though, for myself, I very soon felt that it
35	fell far short of the truth.
35	
35	'At first, proceeding from the problems of our own age, it seemed
35	clear as daylight to me that the gradual widening of the present
35	merely temporary and social difference between the Capitalist and
35	the Labourer, was the key to the whole position. No doubt it will
35	seem grotesque enough to you--and wildly incredible!--and yet even
35	now there are existing circumstances to point that way. There is
35	a tendency to utilize underground space for the less ornamental
35	purposes of civilization; there is the Metropolitan Railway in
35	London, for instance, there are new electric railways, there are
35	subways, there are underground workrooms and restaurants, and they
35	increase and multiply. Evidently, I thought, this tendency had
35	increased till Industry had gradually lost its birthright in the
35	sky. I mean that it had gone deeper and deeper into larger and ever
35	larger underground factories, spending a still-increasing amount of
35	its time therein, till, in the end--! Even now, does not an East-end
35	worker live in such artificial conditions as practically to be cut
35	off from the natural surface of the earth?
35	
35	'Again, the exclusive tendency of richer people--due, no doubt, to
35	the increasing refinement of their education, and the widening gulf
35	between them and the rude violence of the poor--is already leading
35	to the closing, in their interest, of considerable portions of the
35	surface of the land. About London, for instance, perhaps half the
35	prettier country is shut in against intrusion. And this same
35	widening gulf--which is due to the length and expense of the higher
35	educational process and the increased facilities for and temptations
35	towards refined habits on the part of the rich--will make that
35	exchange between class and class, that promotion by intermarriage
35	which at present retards the splitting of our species along lines
35	of social stratification, less and less frequent. So, in the end,
35	above ground you must have the Haves, pursuing pleasure and comfort
35	and beauty, and below ground the Have-nots, the Workers getting
35	continually adapted to the conditions of their labour. Once they
35	were there, they would no doubt have to pay rent, and not a little
35	of it, for the ventilation of their caverns; and if they refused,
35	they would starve or be suffocated for arrears. Such of them as were
35	so constituted as to be miserable and rebellious would die; and, in
35	the end, the balance being permanent, the survivors would become as
35	well adapted to the conditions of underground life, and as happy in
35	their way, as the Upper-world people were to theirs. As it seemed to
35	me, the refined beauty and the etiolated pallor followed naturally
35	enough.
35	
35	'The great triumph of Humanity I had dreamed of took a different
35	shape in my mind. It had been no such triumph of moral education and
35	general co-operation as I had imagined. Instead, I saw a real
35	aristocracy, armed with a perfected science and working to a logical
35	conclusion the industrial system of to-day. Its triumph had not been
35	simply a triumph over Nature, but a triumph over Nature and the
35	fellow-man. This, I must warn you, was my theory at the time. I had
35	no convenient cicerone in the pattern of the Utopian books. My
35	explanation may be absolutely wrong. I still think it is the
35	most plausible one. But even on this supposition the balanced
35	civilization that was at last attained must have long since passed
35	its zenith, and was now far fallen into decay. The too-perfect
35	security of the Upper-worlders had led them to a slow movement of
35	degeneration, to a general dwindling in size, strength, and
35	intelligence. That I could see clearly enough already. What had
35	happened to the Under-grounders I did not yet suspect; but from what
35	I had seen of the Morlocks--that, by the by, was the name by which
35	these creatures were called--I could imagine that the modification
35	of the human type was even far more profound than among the ""Eloi,""
35	the beautiful race that I already knew.
35	
35	'Then came troublesome doubts. Why had the Morlocks taken my Time
35	Machine? For I felt sure it was they who had taken it. Why, too, if
35	the Eloi were masters, could they not restore the machine to me? And
35	why were they so terribly afraid of the dark? I proceeded, as I have
35	said, to question Weena about this Under-world, but here again I was
35	disappointed. At first she would not understand my questions, and
35	presently she refused to answer them. She shivered as though the
35	topic was unendurable. And when I pressed her, perhaps a little
35	harshly, she burst into tears. They were the only tears, except my
35	own, I ever saw in that Golden Age. When I saw them I ceased
35	abruptly to trouble about the Morlocks, and was only concerned in
35	banishing these signs of the human inheritance from Weena's eyes.
35	And very soon she was smiling and clapping her hands, while I
35	solemnly burned a match.
35	
35	
35	
35	
35	VI
35	
35	
35	'It may seem odd to you, but it was two days before I could follow
35	up the new-found clue in what was manifestly the proper way. I felt
35	a peculiar shrinking from those pallid bodies. They were just the
35	half-bleached colour of the worms and things one sees preserved in
35	spirit in a zoological museum. And they were filthily cold to the
35	touch. Probably my shrinking was largely due to the sympathetic
35	influence of the Eloi, whose disgust of the Morlocks I now began
35	to appreciate.
35	
35	'The next night I did not sleep well. Probably my health was a
35	little disordered. I was oppressed with perplexity and doubt. Once
35	or twice I had a feeling of intense fear for which I could perceive
35	no definite reason. I remember creeping noiselessly into the great
35	hall where the little people were sleeping in the moonlight--that
35	night Weena was among them--and feeling reassured by their presence.
35	It occurred to me even then, that in the course of a few days the
35	moon must pass through its last quarter, and the nights grow dark,
35	when the appearances of these unpleasant creatures from below, these
35	whitened Lemurs, this new vermin that had replaced the old, might be
35	more abundant. And on both these days I had the restless feeling of
35	one who shirks an inevitable duty. I felt assured that the Time
35	Machine was only to be recovered by boldly penetrating these
35	underground mysteries. Yet I could not face the mystery. If only I
35	had had a companion it would have been different. But I was so
35	horribly alone, and even to clamber down into the darkness of the
35	well appalled me. I don't know if you will understand my feeling,
35	but I never felt quite safe at my back.
35	
35	'It was this restlessness, this insecurity, perhaps, that drove me
35	further and further afield in my exploring expeditions. Going to the
35	south-westward towards the rising country that is now called Combe
35	Wood, I observed far off, in the direction of nineteenth-century
35	Banstead, a vast green structure, different in character from any
35	I had hitherto seen. It was larger than the largest of the palaces
35	or ruins I knew, and the facade had an Oriental look: the face
35	of it having the lustre, as well as the pale-green tint, a kind
35	of bluish-green, of a certain type of Chinese porcelain. This
35	difference in aspect suggested a difference in use, and I was minded
35	to push on and explore. But the day was growing late, and I had come
35	upon the sight of the place after a long and tiring circuit; so I
35	resolved to hold over the adventure for the following day, and I
35	returned to the welcome and the caresses of little Weena. But next
35	morning I perceived clearly enough that my curiosity regarding the
35	Palace of Green Porcelain was a piece of self-deception, to enable
35	me to shirk, by another day, an experience I dreaded. I resolved I
35	would make the descent without further waste of time, and started
35	out in the early morning towards a well near the ruins of granite
35	and aluminium.
35	
35	'Little Weena ran with me. She danced beside me to the well, but
35	when she saw me lean over the mouth and look downward, she seemed
35	strangely disconcerted. ""Good-bye, little Weena,"" I said, kissing
35	her; and then putting her down, I began to feel over the parapet
35	for the climbing hooks. Rather hastily, I may as well confess, for
35	I feared my courage might leak away! At first she watched me in
35	amazement. Then she gave a most piteous cry, and running to me, she
35	began to pull at me with her little hands. I think her opposition
35	nerved me rather to proceed. I shook her off, perhaps a little
35	roughly, and in another moment I was in the throat of the well. I
35	saw her agonized face over the parapet, and smiled to reassure her.
35	Then I had to look down at the unstable hooks to which I clung.
35	
35	'I had to clamber down a shaft of perhaps two hundred yards. The
35	descent was effected by means of metallic bars projecting from
35	the sides of the well, and these being adapted to the needs of
35	a creature much smaller and lighter than myself, I was speedily
35	cramped and fatigued by the descent. And not simply fatigued! One of
35	the bars bent suddenly under my weight, and almost swung me off into
35	the blackness beneath. For a moment I hung by one hand, and after
35	that experience I did not dare to rest again. Though my arms and
35	back were presently acutely painful, I went on clambering down the
35	sheer descent with as quick a motion as possible. Glancing upward,
35	I saw the aperture, a small blue disk, in which a star was visible,
35	while little Weena's head showed as a round black projection. The
35	thudding sound of a machine below grew louder and more oppressive.
35	Everything save that little disk above was profoundly dark, and when
35	I looked up again Weena had disappeared.
35	
35	'I was in an agony of discomfort. I had some thought of trying to go
35	up the shaft again, and leave the Under-world alone. But even while
35	I turned this over in my mind I continued to descend. At last, with
35	intense relief, I saw dimly coming up, a foot to the right of me, a
35	slender loophole in the wall. Swinging myself in, I found it was the
35	aperture of a narrow horizontal tunnel in which I could lie down and
35	rest. It was not too soon. My arms ached, my back was cramped, and I
35	was trembling with the prolonged terror of a fall. Besides this, the
35	unbroken darkness had had a distressing effect upon my eyes. The air
35	was full of the throb and hum of machinery pumping air down the
35	shaft.
35	
35	'I do not know how long I lay. I was roused by a soft hand touching
35	my face. Starting up in the darkness I snatched at my matches and,
35	hastily striking one, I saw three stooping white creatures similar
35	to the one I had seen above ground in the ruin, hastily retreating
35	before the light. Living, as they did, in what appeared to me
35	impenetrable darkness, their eyes were abnormally large and
35	sensitive, just as are the pupils of the abysmal fishes, and they
35	reflected the light in the same way. I have no doubt they could see
35	me in that rayless obscurity, and they did not seem to have any fear
35	of me apart from the light. But, so soon as I struck a match in
35	order to see them, they fled incontinently, vanishing into dark
35	gutters and tunnels, from which their eyes glared at me in the
35	strangest fashion.
35	
35	'I tried to call to them, but the language they had was apparently
35	different from that of the Over-world people; so that I was needs
35	left to my own unaided efforts, and the thought of flight before
35	exploration was even then in my mind. But I said to myself, ""You are
35	in for it now,"" and, feeling my way along the tunnel, I found the
35	noise of machinery grow louder. Presently the walls fell away from
35	me, and I came to a large open space, and striking another match,
35	saw that I had entered a vast arched cavern, which stretched into
35	utter darkness beyond the range of my light. The view I had of it
35	was as much as one could see in the burning of a match.
35	
35	'Necessarily my memory is vague. Great shapes like big machines rose
35	out of the dimness, and cast grotesque black shadows, in which dim
35	spectral Morlocks sheltered from the glare. The place, by the by,
35	was very stuffy and oppressive, and the faint halitus of freshly
35	shed blood was in the air. Some way down the central vista was a
35	little table of white metal, laid with what seemed a meal. The
35	Morlocks at any rate were carnivorous! Even at the time, I remember
35	wondering what large animal could have survived to furnish the red
35	joint I saw. It was all very indistinct: the heavy smell, the big
35	unmeaning shapes, the obscene figures lurking in the shadows, and
35	only waiting for the darkness to come at me again! Then the match
35	burned down, and stung my fingers, and fell, a wriggling red spot
35	in the blackness.
35	
35	'I have thought since how particularly ill-equipped I was for such
35	an experience. When I had started with the Time Machine, I had
35	started with the absurd assumption that the men of the Future would
35	certainly be infinitely ahead of ourselves in all their appliances.
35	I had come without arms, without medicine, without anything to
35	smoke--at times I missed tobacco frightfully--even without enough
35	matches. If only I had thought of a Kodak! I could have flashed that
35	glimpse of the Underworld in a second, and examined it at leisure.
35	But, as it was, I stood there with only the weapons and the powers
35	that Nature had endowed me with--hands, feet, and teeth; these, and
35	four safety-matches that still remained to me.
35	
35	'I was afraid to push my way in among all this machinery in the
35	dark, and it was only with my last glimpse of light I discovered
35	that my store of matches had run low. It had never occurred to me
35	until that moment that there was any need to economize them, and I
35	had wasted almost half the box in astonishing the Upper-worlders, to
35	whom fire was a novelty. Now, as I say, I had four left, and while I
35	stood in the dark, a hand touched mine, lank fingers came feeling
35	over my face, and I was sensible of a peculiar unpleasant odour. I
35	fancied I heard the breathing of a crowd of those dreadful little
35	beings about me. I felt the box of matches in my hand being gently
35	disengaged, and other hands behind me plucking at my clothing. The
35	sense of these unseen creatures examining me was indescribably
35	unpleasant. The sudden realization of my ignorance of their ways of
35	thinking and doing came home to me very vividly in the darkness. I
35	shouted at them as loudly as I could. They started away, and then
35	I could feel them approaching me again. They clutched at me more
35	boldly, whispering odd sounds to each other. I shivered violently,
35	and shouted again--rather discordantly. This time they were not so
35	seriously alarmed, and they made a queer laughing noise as they came
35	back at me. I will confess I was horribly frightened. I determined
35	to strike another match and escape under the protection of its
35	glare. I did so, and eking out the flicker with a scrap of paper
35	from my pocket, I made good my retreat to the narrow tunnel. But I
35	had scarce entered this when my light was blown out and in the
35	blackness I could hear the Morlocks rustling like wind among leaves,
35	and pattering like the rain, as they hurried after me.
35	
35	'In a moment I was clutched by several hands, and there was no
35	mistaking that they were trying to haul me back. I struck another
35	light, and waved it in their dazzled faces. You can scarce imagine
35	how nauseatingly inhuman they looked--those pale, chinless faces
35	and great, lidless, pinkish-grey eyes!--as they stared in their
35	blindness and bewilderment. But I did not stay to look, I promise
35	you: I retreated again, and when my second match had ended, I struck
35	my third. It had almost burned through when I reached the opening
35	into the shaft. I lay down on the edge, for the throb of the great
35	pump below made me giddy. Then I felt sideways for the projecting
35	hooks, and, as I did so, my feet were grasped from behind, and I
35	was violently tugged backward. I lit my last match ... and it
35	incontinently went out. But I had my hand on the climbing bars now,
35	and, kicking violently, I disengaged myself from the clutches of the
35	Morlocks and was speedily clambering up the shaft, while they stayed
35	peering and blinking up at me: all but one little wretch who
35	followed me for some way, and well-nigh secured my boot as a trophy.
35	
35	'That climb seemed interminable to me. With the last twenty or
35	thirty feet of it a deadly nausea came upon me. I had the greatest
35	difficulty in keeping my hold. The last few yards was a frightful
35	struggle against this faintness. Several times my head swam, and I
35	felt all the sensations of falling. At last, however, I got over the
35	well-mouth somehow, and staggered out of the ruin into the blinding
35	sunlight. I fell upon my face. Even the soil smelt sweet and clean.
